OBJECTID,KC_FAC_FID,KCPARKFID,SITENAME,SITETYPE,OWNER,OWNERTYPE,MANAGER,MANAGETYPE,MAINTD_BY,MAINTTYPE,SHAPE_Length,SHAPE_Area
534,5058,8230401,Tollgate Farm - North Bend,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,25274.4963277601,8911038.68628834
535,2444,3211102,Dumas Bay Park,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,6428.15170463854,1218881.95629149
536,2666,6251801,Sammamish Landing,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City,8363.1408507309,204459.668371049
537,7256,3223101,Manzanita Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,26624.0121447128,4227254.27839562
538,5318,5222402,Crystal View Park,Park Site,City of Covington,City,City of Covington,City,City of Covington,City,1870.89842441869,82722.1729410122
539,2649,5243302,Lake Boren Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,7396.70243918398,1037412.9475849
540,7005,4250702,Keystone Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,617.890853493267,9778.77676657367
541,7078,4230101,Lakeridge Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1758.33378270585,187409.899413467
542,2325,5222101,Clark Lake Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,14882.9001785256,5346218.20186324
543,2282,4243501,Rainier Beach Urban Farm and Wetlands,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4084.39906553495,310202.254939772
544,2552,4241501,Genesee Park and Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,12926.6167193676,2512412.07041409
545,2795,4212202,Lake Killarney Open Space,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,2819.03166842372,445139.389895277
546,6964,4261905,Bitter Lake Reservoir Open Space,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3668.63259944425,125374.733993933
547,15393,4261205,Jack V. Crawford Skate Court,Park Site,City of Kenmore,City,City of Kenmore,City,City of Kenmore,City,450.839714237887,11576.8280008718
548,7832,4242903,8th Avenue South Park,Park Site,Port of Seattle,Other Government,Port of Seattle,Other Government,Port of Seattle,Other Government,612.216316220062,11539.7053330957
549,5069,4261003,Blue Heron Park,Park Site,City of Lake Forest Park,City,City of Lake Forest Park,City,City of Lake Forest Park,City,746.270512436815,32094.8641333033
550,2262,4261702,Paramount Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,2237.67400933584,243315.002910078
551,4561,6202404,City Hall Park - Enumclaw,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1234.0000947246,39835.7382944514
552,2754,5232203,Maplewood Golf Course,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,15989.1744879797,8178406.19942702
553,2448,8243201,Meadowbrook Farm,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,41202.3263274242,19289388.709837
554,2398,5211602,Hatchery Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,14366.7655748121,2162785.95517295
555,15391,4230204,Taylor Creek Headwaters,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,997.02520017599,30275.0515181271
556,5163,7242603,Cascade Park - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,743.502442758477,35707.1457564885
557,2705,5263301,Forbes Creek Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1404.44576276267,97467.6214953211
558,15399,5210503,Auburn Golf Course Open Space,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,6034.73532118943,1783628.718926
559,2294,4242002,Georgetown Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1978.85049322645,225986.268371051
560,7125,4252007,Lynn Street Mini Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,98.724366524091,396.550754072227
561,7043,4240507,Lewis Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4501.36947979493,160837.929509864
562,8104,4233101,Nist Park,Park Site,City of Normandy Park,City,City of Normandy Park,City,City of Normandy Park,City,1833.79947962938,190907.669777372
563,8213,6242301,Grand View Park,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,2688.09025945409,373668.960278762
564,2455,3222901,Dockton Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,9456.58889981491,961333.94774419
565,15407,4231404,West Skyway Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1947.31888929357,140128.467969697
566,2522,4240102,Aubrey Davis Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,10551.6116188602,1536877.02366853
567,2529,4232501,Bicentennial Park - Tukwila,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1324.89750094875,49923.5997990045
568,6942,4240404,Sam Smith Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,11172.0872626093,941629.758739726
569,2320,5221501,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,169548.554727937,39717898.7070957
570,2657,6250701,Arthur Johnson Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,4573.75456704403,666289.050262262
571,7143,3252204,Eastmont Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,217.814767555222,1485.83068370371
572,7835,6211404,Black Diamond BMX Park,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,438.623233484427,8929.61371642633
573,8052,4253110,Belltown P-Patch,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,360.156118303896,7213.86061393278
574,7845,3252510,Bayview-Kinnear Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,545.407078410973,16266.4379966065
575,2572,4222701,West Fenwick Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,7256.34362500717,1213117.06638258
576,8110,6243404,Ingi Johnson Park,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,2568.11110200312,304341.279371993
577,2731,5263602,Johnathan Hartman Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,5733.3737075789,1646020.74844218
578,7025,4253004,Tilikum Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,148.538754562268,1755.51281551503
579,2981,6252501,Patterson Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,45193.7500061593,16809152.9616395
580,2838,5232101,Tiffany Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,2161.70231201155,291086.21870607
581,2271,4260803,Ronald Bog Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,3159.26527627931,582062.987063976
582,5052,5242207,Westwood Highlands Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,4138.81923632491,199592.171749934
583,7166,4253108,McGraw Square,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,123.681304474535,645.749489860514
584,5312,4220806,Overlook Park II,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,267.268424317354,3245.9235000203
585,2264,4261601,Hamlin Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,10730.4498096207,3504219.36319232
586,2306,4253005,Denny Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1838.78448586052,201527.978727536
587,5386,7242505,Denny Peak Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,495.985148485981,14107.0362497809
588,5311,4222103,Sonju Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,3156.04860451478,404865.200303005
589,8227,4261004,Whispering Willow Park,Park Site,City of Lake Forest Park,City,City of Lake Forest Park,City,City of Lake Forest Park,City,729.502042123115,26398.6923827855
590,7084,3263504,Blue Ridge Circle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,232.88311162246,4191.69828609346
591,2381,7252101,Valley Memorial Park,Park Site,City of Carnation,City,City of Carnation,City,City of Carnation,City,2605.02622667285,350648.235340615
592,2361,5210801,Auburndale Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,2610.83490598289,426436.054533337
593,2796,4252201,Madison Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3061.55522683727,360524.197127887
594,2280,4250301,View Ridge Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2523.46886253939,397924.693900997
595,5080,7242602,Azalea Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1225.83195626897,87437.4822475465
596,2814,5250503,Tot Lot Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,620.006895327951,22800.5047314975
597,7060,3241505,Emma Schmitz Memorial Overlook,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4343.38868554573,752026.442807198
598,2690,6231901,Cedar Grove Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,12718.264321495,3263598.97000556
599,2621,5242101,Newport Hills Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1862.18791870462,194216.370087363
600,2488,4231401,Foster Golf Links,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,12833.7775109947,3323436.14916753
601,7821,4231802,Linde Hill Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,846.93232305813,41232.5075347686
602,2671,4240302,Leschi Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,7502.1030888194,672903.410340633
603,6976,3252602,Ursula Judkins Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2054.47617811009,106226.682998281
604,2687,6241102,Klahanie Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City,7754.79618825534,2793643.15458507
605,4559,6190101,Anderson Riverview Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,4367.1989137281,1101355.03065263
606,2831,7212901,Nolte State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,15810.0020352464,6756362.23239694
607,3140,6251701,Evans Crest Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,6529.2898680244,1300134.50019062
608,2598,6262401,Duvall Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,6288.48913833016,1043710.52507501
609,2764,6221502,Dorre Don Reach Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,23527.5791160598,4109315.91119069
610,5010,5242502,Cougar Ridge East Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3916.44777350023,127410.60990751
611,5021,5242602,Forest Ridge Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3820.98222175034,222085.937994367
612,8112,6243303,Gibson Park,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,3700.82781117016,132633.339587989
613,7595,3232601,Indian Trail Site,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,11787.6733633989,80903.4792938615
614,15308,6223403,Summit Park,Park Site,City of Maple Valley,City,City of Maple Valley,City,City of Maple Valley,City,5224.76415874725,682708.649042637
615,5381,7242502,Crestview Park - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,691.759656334359,23877.5005452103
616,2737,6202403,Veterans Memorial Park - Enumclaw,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1300.93264951099,78891.3469593873
617,7235,4252708,Lambert Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,180.342811945772,1392.79741112319
618,7852,3242605,Morgan Junction Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,376.107412369028,8197.70468854366
619,5079,7242601,Snoqualmie Community Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,4240.61638438392,830598.356788792
620,2589,5251203,Anderson Park - Redmond,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1503.89922489641,131393.565554109
621,2771,3212401,Alderdale Park,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1695.34953746385,87227.6585156177
622,7211,3230202,Endolyne Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,539.559937482094,5504.51740705456
623,6975,3251402,Lawton Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4824.07324525789,414344.327854226
624,5319,5222403,Covington Open Space,Park Site,City of Covington,City,City of Covington,City,City of Covington,City,6383.4493761735,249629.576128022
